story,overall_quality_rating,ATD,narraive_arc_answer,common_sense_answer,coherency_score,fluency_score,interest_score,plot_twist_answer,share_score,humanlike_score,NLI,Emo,EmoArc,Human
" The wind shifted to our right. I went to tip off my new train. The train went to the beach. I swam in the cold wind. I now have the perfect tan on my face, but also a cold wind!",1.2,0,0.2,0.2,1.6,0.2,0.8,0.2,0.0,0.2,0,0,1,0.0
 Rick was a connoisseur of taste and he liked to eat. And he was the highest quality of cocoa in the city. Rick knew that his job was not to buy the most expensive product. But he decided to eat on the city's budget and save some money. And it all taste was worth the price of a glass of milk.,1.0,0,0.6,0.4,3.0,1.8,2.2,0.6,1.0,0.4,0,0,1,0.0
" Two scientists sat down for a presentation in art. Although there was no direct approach, they made a general meeting approach. No one was allowed to repeat the presentation. Although they believed the presentation was rude, they stood still. The presentation was mostly free and the artists decided to discuss.",1.6,0,0.2,0.2,2.4,2.0,1.4,0.4,0.6,0.6,0,0,1,0.0
" The girls decided they would go on a vacation. They decided to go on their first vacation to their summer cabin. The cabin was beautiful and set up a nice campfire. At the end of the week, they went to the park and a picnic. They then spread their blanket and ate their food.",2.6,0,0.6,1.0,3.2,3.2,2.6,0.4,1.6,1.0,0,0,1,0.0
" Jane graduated college. She went to a good college. However, she took a different course of mechanical turking. Jane was not able to participate in her home. Jane applied for her Mechanical Turk.",2.2,0,0.6,0.4,2.4,2.0,0.8,0.4,0.2,0.6,0,0,1,0.0
 It was summer. Jeff left his room for work and the room was hot. There was dark and Jeff let the blinds be advertised. Everybody thought it was a hot day. Joey's boss still thought it's very nice and was pleased when Jeff put the blind in.,0.4,0,0.2,0.6,1.8,1.8,1.4,0.6,0.8,0.6,0,0,1,0.0
 I saw the soap it was from when my sister got cancer. Her sister had a loose hair. Sara said something that she had done and went and cut it off. The wig she took off was the best looking. Sara gave me a wig for my sister.,0.6,0,0.4,0.4,2.4,0.4,1.2,0.6,0.8,0.2,0,0,1,0.0
" Hank was looking for a ride home, but his car was too short. He drove out of the store, but came across a nice girl. She was struggling to reach the door. Hank tried, but he was struggling, too, and could not reach the car door. He ended up going with her and helped her to her car.",1.0,0,0.4,0.2,2.0,2.4,1.8,0.8,0.8,0.6,0,0,1,0.0
 He played a lottery for a lot. He played very hard. He did the math and saw it would be a small win. He lost it all in the turns and was last out of thousands of dollars. He used the money for a fancy dress instead of a lottery ticket.,1.2,0,0.6,0.4,2.0,1.8,2.2,0.6,1.0,0.4,0,0,1,0.0
" Dan played a sport of his own playing for a little boy named Dan. They would play out in the yard everyday, and the little boy was very good. Dan would use his bowling ball to compete with him. His dad would put him in the sand pit and take turns placing. Dan never would remember his father or his bowling spot.",1.2,0,0.2,0.2,1.6,2.0,1.2,0.4,0.6,0.6,0,0,1,0.0
 Sam was trying to get a job. He spent three days on an application. The application made him sound nice. Sam submitted his application. Sam received the job.,3.4,0,1.0,0.6,3.8,3.0,3.4,0.2,1.6,0.4,0,0,1,0.0
" My presentation was of art. Although it is a good presentation, I couldn't think of any good lines. I allowed my friend Dave to repeat my presentation. Dave told me he was ok, so I believed him. I went to Dave to discuss my presentation with him.",2.8,0,0.4,0.8,2.2,2.6,2.0,0.4,0.6,0.8,0,0,1,0.0
 Little Tim had a hard time in first grade. He was also very smart but struggled in reading. Everyday he'd be very loud. His mom started to make him quiet. After all that it started to get him through the end of the year.,2.4,0,0.2,0.8,2.8,2.6,2.6,0.8,1.0,0.8,0,0,1,0.0
 Bob got a tattoo on his neck. He wanted a wolf on it. His girlfriend liked how he sketched it neat. She told him that it looks good and he got the tattoo. Bob got a nice tattoo on the neck.,2.6,0,0.6,0.8,3.2,2.8,1.8,0.2,1.0,0.4,0,0,1,0.0
" Lorraine notices a way that doesn't look right. She decides to take a new way to get to work. Finally, she perfected the way she was doing it. Lorraine can now bring her mother a biscuit. Lorrain is very pleased.",2.0,0,0.2,0.2,2.0,2.6,1.6,0.6,0.6,0.4,0,0,1,0.0
 Hal and Judy were moving to New York. They spent a long time on a new apartment. Hal was getting ready to move into Judy's new apartment and Judy was not ready. Hal followed her around and Judy followed him into her new home. It was a very peaceful place for Hal and Judy to live.,2.4,0,0.4,0.2,2.2,3.0,2.2,0.4,1.0,0.6,0,0,1,0.0
 Samantha cleaned. She did not have to use cleaner to soak it up. She wiped it all up with a brush. Then she put it back in for more cleaning. When she came to it it was sparkling.,1.6,0,0.2,0.4,1.8,2.2,2.2,0.4,0.6,0.4,0,0,1,0.0
 The man cleaned the sink. His wife told him to use cleaner to soak it. The man wiped off the brush. He wiped on a new brush and then wiped on another. He came out of the sink with sparkling clean carpets.,0.4,0,0.0,0.0,2.0,2.4,2.4,0.2,0.6,0.6,0,0,1,0.0
 Tim was an amateur clock maker in 2000. He bought a clock. He had it to be a good clock so he would go to a tournament. He went to a big tournament. Tim went to the tournament and won the tournament.,2.2,0,0.2,0.2,1.8,2.0,2.4,0.6,1.6,0.2,0,0,1,0.0
 Lester finds a very hard job. He decides that he found the school of his college. He finds a professor to accompany him and advises him. They soon are a team. Lester is an All-America basketball player on the team.,1.6,0,0.2,0.4,1.8,1.2,1.8,0.2,1.2,0.2,0,0,1,0.0
" Juan was an old man and had nothing to do with it. So he decided to save up his own money to do something with. After a summer, he worked at a job and worked by saving. Finally, he was able to save enough for a new car and buy it. And the old man was glad and hardworking, just like he had been patient.",3.2,0,0.4,0.6,2.6,1.8,2.6,0.2,1.4,0.8,0,0,1,0.0
 Neil was visiting the city of Nile. He took a tour to learn the city. He learned all the little facts about the city's history. Then he went to the banks of the Nile. Neil had a great time.,3.2,0,1.0,0.4,3.2,2.8,2.6,0.2,0.8,0.8,0,0,1,0.0
 My son cleaned and then washed his hair. He cleaned his hair like a clean sponge until he got it to soak. He wiped his brush and then scrubbed it. He then wiped the brush with soap and then took it out. His hair came up to the very top and was sparkling.,1.6,0,0.6,0.2,1.8,1.6,1.0,0.2,0.0,0.4,0,0,1,0.0
" Neil was visiting the city of Nile. He took a tour to learn more about the city. There, he learned a lot of facts and numbers. Neil left the city and went to the banks of the Nile. Neil walked the banks and saw amazing art.",2.8,0,0.2,0.6,2.6,2.2,2.6,0.6,1.2,0.6,0,0,1,0.0
" Lina had always wanted to cook fried food. She got an application to a local college. To her delight, she was hired on. She started to go to her culinary school. Lina's fried food was going to be the best on the menu!",3.6,0,0.8,0.2,3.0,3.4,3.4,0.6,2.0,1.0,0,0,1,0.0
 The dog cleaned itself. She took a cleaner and put it in the soak. She wiped it out with the brush. She put it back together and it came out sparkling.,1.8,0,0.4,0.0,2.8,2.8,2.0,0.2,0.8,0.4,0,0,1,0.0
 Amy wanted to play the flute. Her band never told her the teacher would play the trumpet. She practiced a week and a half. Then they told her she could play the part. Amy is now a professional flute player and committed to her band.,1.6,0,0.8,0.8,3.2,4.0,2.0,0.4,0.8,1.0,0,0,1,0.0
 Allie wanted to see a new movie. She waited in line to buy a ticket. When she got to the ticket area she was able to buy the ticket. She watched the movie on her free time. Allie was glad to get a free movie.,2.6,0,0.0,0.4,2.6,3.4,2.4,0.0,0.8,0.8,0,0,1,0.0
 Tim traveled and visited his boyfriend. They went to places in town. Tim wanted to go to a new city. He took his boyfriend's side and they both got on the bus happy. They took a tour and enjoyed themselves.,2.0,0,0.6,0.8,3.6,2.6,2.4,0.2,0.6,0.8,0,0,1,0.0
 Jim was waiting for his wife to go to the airport. It was his wife's 2 hour flight. She wasn't very bored. So Jim decided to catch up on her book. Jim and wife had the best time of their day for an hour.,1.0,0,0.2,1.0,1.8,2.6,2.0,0.0,0.4,0.8,0,0,1,0.0
" My friend came to the mall yesterday. I tried to see if she could fit my   car in the car. I told her that I couldn't tell her which car to take to different turns and measurements. She took her  car to the right car so that it's a different turn and she gave me directions. After getting her car, she laughed in my face at all.",1.2,0,0.2,0.2,1.2,2.2,1.0,0.2,0.4,0.2,0,0,1,0.0
 Tim got on stage to sing. He drove to Chicago to see his favorite country music artist. He could not believe seeing him there. Tim sang with all of his heart into the front row at the top of the stage. He cheered as the spotlight met his eyes.,3.0,0,0.2,0.8,2.4,3.0,3.4,0.8,1.6,0.8,0,0,1,0.0
 Jenny's husband left his job. Jenny found him and got rid of all the roaches. She put all of the roachicide on the stove. Jenny had to take on money because the money went to her. Jenny is still very unhappy with her life as a cook.,2.8,0,0.0,0.2,0.6,1.0,0.4,0.0,0.0,0.2,0,0,1,0.0
 Tom was playing a board game with his friends. They wanted to play a game he didn't know. Tom decided he would play something familiar. They decided to play an old game Tom had never heard of. Tom got up enthusiastically and played the game.,2.8,0,0.4,0.6,2.6,3.6,2.4,0.4,0.8,0.8,0,0,1,0.0
" Danny thought he would go out to the park to take picnaps. His pal Paisley took him to the D Street area, and Danny and his girlfriend. The two went to the picnic area, with snacks on. They enjoyed all their food so much. Danny was so happy he got home and went to bed.",3.2,0,0.6,0.8,2.0,1.4,2.8,0.2,0.8,0.4,0,0,1,0.0
"Kim got a new blazer for her high school prom. To her delight, she got it right away. In just a few weeks, everyone could see it. Kim knew she had to start over again. Kim was inspired to imitate the looks.",2.6,0,0.4,0.4,2.6,1.8,1.0,0.2,0.4,0.4,1,0,0,0.0
The man went to the library and grabbed a book. He hid the parts of the book in the back of the library. The next day he asked the clerk if he could read the book. The clerk was not willing to give in trying to keep reading. The man had to find another part of the house.,1.8,0,0.2,0.2,1.0,2.2,1.2,0.4,0.2,0.4,0,0,0,0.0
The slide at the park was a walk. The owner walked across the platform. She was scared to go on the slide. She continued to walk. She rode the slide on her own.,1.6,0,0.4,0.4,1.4,1.4,1.0,0.2,0.0,0.0,0,0,0,0.0
John was diagnosed with breast cancer. John was very sad. He decided to enroll in chemotherapy. John struggled a bit. John recovered from the cancer.,3.2,0,1.0,1.0,3.4,2.8,2.2,0.6,1.2,0.4,0,0,0,0.0
"Sean and Sara were travelling for a year. Sean and Sara decided to take a train to Portland. They got on the train and checked into a hotel. They walked out of the hotel and went to the nearby town. Sadly, Sean and Sarah were at the concert for the sickness.",2.2,0,0.6,0.6,1.4,2.0,1.6,0.8,0.4,0.2,0,0,0,0.0
"Lester wants to play football, but his mother hates it. He decides to find another way to pass the game to college. He finds a college professor and advised advised advised. Lester and the professor get along very well and become great teammates. Lester now plays football for his team.",3.0,0,0.4,0.4,2.2,2.0,2.0,0.8,0.8,0.4,0,1,1,0.0
"I always like to eat lunch. I decided to make lunch for myself. I dumps the eggs and some milk on my lunch table. Finally the eggs are all done. I lunches with eggs, using a pot and boiled them.",1.2,0,0.2,0.2,1.6,1.4,0.6,0.0,0.2,0.2,0,0,0,0.0
Gina sat in the middle of the road when she saw her siblings. She was driving down the town. She saw a big black child on the window. The child was showing his mouth. Gina was disgusted and ran over to the child.,1.8,0,0.6,0.6,1.4,0.8,2.2,0.8,0.8,0.0,0,0,0,0.0
"Peter is a pizza chef. He has a great time. One day, he has a slice at a party. The pie is delicious, but the toppings make it too side out. Peter is happy he got the food.",2.2,0,0.2,0.2,2.4,2.0,1.0,0.4,0.4,0.6,1,1,0,0.0
The man put a lot of his lawn into the pond. The man felt his house was going to dry up. He made his plan and did not feel the house that mattered. The drought hit and the man lost his land. He researched other methods for the lawn.,1.6,0,0.2,0.2,1.0,2.6,0.6,0.4,0.2,0.4,0,0,0,0.0
Bob like to read but couldn't find the right book for Friday. He bought a new book on the internet site. He read the first half of the book but didn't read the rest. He couldn't believe his luck and read half of his number. Bob finally got the right number to read the book.,2.0,0,0.6,0.6,2.6,3.2,1.4,0.2,0.4,0.8,0,0,0,0.0
Billy arrived to school early. He was the first one out of the shower. Billy was all dressed up in his school clothes. Billy got out and ate breakfast. Billy went to school much more methodical.,2.2,1,0.6,0.6,1.6,2.4,2.0,0.0,0.6,0.6,0,0,0,0.0
"Bob was a very sad dog Bob's owner told Bob to not make him sad. Bob's dog Bob was very sad Bob took his dog on a course to get him over the dog Bob did this for the rest of his life, Bob is sad, Bob now has Bob the dog",0.2,0,0.2,0.2,0.4,0.6,0.4,0.0,0.0,0.0,1,0,0,0.0
Mike had been seeing his girlfriend Jen for almost a year. Mike and Jen were driving home one day. Jen was interested in Mike. Jen wanted to be a model jeep and fell in love with Mike. Now Jen has Mike's jeep.,1.4,0,0.4,0.4,1.6,2.4,1.6,0.6,0.8,0.2,0,1,0,0.0
Sal was walking home. He tripped over a fallen tree and fell down. He twisted his ankle and went down. Sal needed to wear a brace. Sal decided to wear the brace.,2.2,0,1.0,1.0,3.0,2.6,2.0,0.8,1.0,0.2,0,0,1,0.0
Frank wanted to get his wife a gift for Christmas. They are leaving a box for weeks. His wife wants a box of cppuccinos. He had a surprise and tastes the cppccino good. Frank will save his wife $25 for the gift.,0.8,0,0.4,0.4,2.6,0.8,0.8,0.2,0.2,0.2,0,1,0,0.0
Ellie always wanted to have a pet fish. So when her dad went out and bought her a fish she said yes. She filled it with gravel and put it in a tank. Lastlyly she added some fish and gave it a test. Ellie's dad said that she thought it looked like a good pet.,2.0,1,0.6,0.6,3.6,2.4,1.6,0.2,0.8,0.4,0,1,0,0.0
"Jennifer lived a very close home. It was her last time, and she noticed that she had disappeared. Jennifer called a local animal shelter, and they told her they had a cat. Jennifer took flyers and went back to contact the information. Jennifer had been acting very hungry for the cat, but didn't feel like a cat anymore.",1.4,0,0.0,0.0,1.8,1.2,1.0,0.6,0.2,0.2,0,0,0,0.0
"Cara made a vote for the presidential election. Cara was nervous, but she wanted to vote for her favorite candidate. Carla's winner was drawn, so Cara couldn't vote for another. Carra's opponent won. Carcara cried, and she never voted for another candidate again.",1.8,0,0.4,0.4,2.4,1.6,2.2,0.6,0.8,0.4,0,0,0,0.0
"One day, I lost my job. I loved my job and I wanted money. I could not find a job. So I started to worry and my job did not pay. So, I did not find the job after that.",1.2,0,0.2,0.2,1.2,1.2,1.2,0.0,0.0,0.2,0,0,0,0.0
Today Jim was going to meet his dad in the bar. He was so excited that he made sure to meet him. The two boys decided to beat each other up and made up a failure. Jim then got out and told his dad the bad news. Jim's dad told him to stop.,0.6,0,0.4,0.4,2.4,3.0,1.2,0.4,0.4,0.6,0,0,0,0.0
"Harry had a lot of homework due tomorrow, and he had a ton of trouble He decided to look for help, but did not find help. He took many lessons, and saw the teacher talking. It was a video of his homework being exciting, and Harry decided to watch. He made a distraction, and returned to his math.",1.2,0,0.6,0.6,2.0,2.0,1.8,0.6,1.2,0.4,0,0,0,0.0
I got a job in a new city. It was a long day with many hours and was really bad. I did not get paid much so it was really hard to get the job done. I got to work with my kids a lot and had a great time. I found out that I got a good job and had to get a second job.,2.2,0,0.4,0.4,2.2,2.2,2.2,1.0,1.4,0.4,0,0,0,0.0
Juanita always watched her favorite television show. She fell asleep as the show played. She didn't think it was late at night but it was still a nightlight in the music. She took the night off and went to her room to feel good. Juanita fell asleep soundly so she could sleep soundly while she was asleep.,2.0,0,0.6,0.6,2.6,2.6,2.2,0.4,0.8,0.4,0,0,0,0.0
I cleaned my room a bit. I had to use a cleaner to soak up my dust. I wiped the dust off with my brush. I put the dust back in the dry air. The dust came out sparkling.,1.2,0,0.4,0.4,0.8,1.6,1.2,0.2,0.2,0.2,0,1,0,0.0
"Sandy and Katie were a very happy couple. They were going to be a new mom and Katie was a puppy. But the family had not adopted them yet. So they decided to look for a dog instead. They both got to take their dogs and Katie loved the dogs so much, she was happy.",1.6,0,0.4,0.4,0.8,1.8,1.0,0.4,0.0,0.2,0,0,0,0.0
Bob was having a bad stomach. Bob's friend had dined his food and called him over. Bob decided to eat a lot of seafood and was eaten by a large animal. The contents of his stomach was not good enough. Bob was careful to eat more seafood at the restaurant.,1.6,0,0.4,0.4,0.4,1.8,1.0,0.4,0.4,0.2,0,0,0,0.0
My husband and I rented a new car. We bought seats in the car but it got a horrible sunburn. My husband bought some wipers to help work the headlight. The sun was really dirty but my husband did a good job. We then got a second car for a better company.,1.0,0,0.4,0.4,1.2,2.2,0.8,0.4,0.2,0.4,0,1,0,0.0
"Gregory took up pottery and took pot painting. He tried a terrible art, but made a sculpture! He grew it a lot. Eventually, it was so tall that it took a lot of work! Gregory was proud of his pots and became very good at it.",1.4,0,0.4,0.4,2.4,2.6,2.8,0.8,1.2,0.4,0,1,0,0.0
"For my birthday, my mom said I could have anything. I asked my dad, if he could get a pony. He said no. He gave me a pony instead. My dad was disappointed that I wanted a pony that was cute.",1.6,0,0.4,0.4,1.6,1.4,1.8,0.2,0.2,0.2,0,0,0,0.0
Betsy was about to celebrate her birthday today. After dinner she got a small little present. Happily she put it on. She got her necklace and car. She went to rest most night.,3.0,0,0.4,0.4,1.6,2.6,0.6,0.0,0.0,0.6,0,0,0,0.0
"Joy's father asked her to sing in the church. She practiced singing for weeks. Joy was nervous because she was not sure if singing was for her. On Sunday morning, she performed beautifully in the front choir. The singing was so good, she could not wait to sing again.",3.8,1,1.0,1.0,3.6,3.4,3.6,0.8,1.8,1.0,0,1,0,0.0
"Bob got a tattoo of his favorite animal. He wanted a wolf. His girlfriend just sketched a neat, neat wolf. Bob got the tattoo. Bob and his girlfriend now have a dog.",1.0,0,0.2,0.2,2.6,2.0,1.2,0.6,0.6,0.2,0,1,1,0.0
Gina's detention was finally over. The teacher said she was on the phone. She went to the desk and asked to go to school. It turned out there was not enough time to collect her phone. Gina got to pick her phone and was able to go.,2.2,0,0.2,0.2,2.0,2.2,1.6,0.4,0.8,0.2,0,0,0,0.0
"George had a job interview for a job he had not been looking for. George spent hours working on his job to get it done. He proved that he was smart. George was told he could get the job if he wanted it. George applied to it, but ultimately was hired.",1.4,0,0.6,0.6,3.0,1.6,3.0,0.8,1.4,0.0,1,1,1,0.0
Gina was playing outside with her dog Joe Joe. She and Joe went for a walk. Gina got her dog running towards the park. Gina went up to the edge of the yard and stepped into the park Gina and Joe ran around the yard playing with the other kids Gina and the other boys laughed together for a long time,2.0,0,0.4,0.4,3.0,1.6,1.8,0.2,0.2,0.4,0,0,1,0.0
When I was little my dad took me to pick up the package. When I opened the box he took me in. Inside there was a card. He said I could hear him and I drove away. I didn't want to call him so I did find him going.,0.8,0,0.0,0.0,1.6,2.0,1.0,0.4,0.2,0.8,0,0,0,0.0
Juan found a job where you could make anything. He decided to save up money to buy his own car. After summer he worked for a year saving. Finally he was able to buy himself a car. Juan is hardworking and patient now.,3.2,1,0.8,0.8,3.4,2.6,2.8,0.8,1.6,0.8,0,1,0,0.0
My family is sharing a bowl. Mom and Dad are reading a book. Dad said mom and Dad would have a good time. They played a game. Mom said she had a great time with her dad.,1.2,0,0.0,0.0,1.8,3.0,1.4,0.2,0.4,0.2,0,1,0,0.0
"Sven was a poor boy who didn't have a job. One day, a large gang tried to rob the train station. The gang was in the station when they got a call. The police called the cops and they told them the man was robbed on the train! When the cops arrived, they caught the man and sent him to jail.",2.2,0,0.2,0.2,2.2,2.0,1.0,0.2,0.2,0.0,0,0,0,0.0
"My rent was late so I went to a movie theatre. I didn't know anybody in the movie theatre but went with them. We went to watch a very late movie. When I got there, someone said the movie had stopped showing. We decided to watch the movie in the next day.",2.0,0,0.0,0.0,2.6,2.2,1.8,0.0,0.4,0.2,0,0,0,0.0
John's cat had swallowed a worm. His mom placed the worm in his throat. She heated the water to melt. She gulped it down quickly. John was relieved to see his cat had not done it.,1.4,0,0.0,0.0,1.6,1.0,0.6,0.2,0.2,0.4,0,0,0,0.0
"One day my friend and I went to the mall. We tried to get in line to see the biggest roller coaster. I tried getting in line, but it was different in turns of measurements. After getting to the biggest, it popped up and we got on. We all laughed, but I didn't know what to do.",2.4,0,0.6,0.6,2.2,1.8,2.6,0.4,1.2,0.4,0,0,0,0.0
When I was a little boy I played in the lottery. I played so much that I won $1 million. I did math but it was hard to see where it would go. Turns out the numbers I played were thousands. I won the lottery!,2.8,0,0.2,0.2,2.2,2.4,2.0,0.2,0.4,0.4,0,0,0,0.0
Nancy was at the grocery store. She tried to sneak around with her mom. Her mom didn't notice. Her mother noticed her face. Nancy had to cry.,1.6,0,0.0,0.0,2.0,1.4,1.2,0.4,0.0,0.2,0,0,0,0.0
Jane loved toearn. She took a job at Mechanical Turk to earn money. She was able to participate in a home run game. Jane became a professional gamer.,3.0,0,0.6,0.6,2.8,2.0,2.6,1.0,1.0,0.4,0,0,0,0.0
"Sal had bought a lottery ticket to the state lottery. Sal took the ticket to jackpot. Sal won the jackpot with numbers of 1,500. Sal went home with a large amount of money. Sal spent the money and went back to work the next week.",1.8,0,1.0,1.0,2.6,2.4,2.6,1.0,1.2,0.4,0,0,0,0.0
Sue had to bake a cake. Her mom was sad. Sue really needed the money. Sue decided to make money. She made lots of money baking the cake.,2.4,1,0.4,0.4,2.2,3.0,3.0,0.8,0.6,0.4,1,0,0,0.0
I decided to rent a movie for my living room. I was looking through my selection of choices and I decided on a scary movie. I picked a scary scary movie that sat with popcorn. I knew it was really scary and the movie was really scareier. It took me an hour to get home that night.,2.2,0,0.6,0.6,2.8,1.4,1.2,0.2,0.4,0.2,1,0,0,0.0
Matt was an angry vegetarian. He ignored his warnings and was constantly abused. Matt eventually passed away. Matt became vegetarian but never left the hospital. Matt died in the fall of 2011 and had to rest his life.,0.8,0,0.4,0.4,1.4,1.0,0.8,0.6,0.4,0.2,0,0,0,0.0
"Kevin saved his life to buy his fiance. He became obsessed with saving his life. He lived a miser's life. Kevin's parents told him that his first year of work would cost over $500,000 in payment. Kevin spent that money on a house and his new wife.",1.8,0,0.2,0.2,1.4,1.8,1.0,0.4,0.4,0.4,0,1,0,0.0
"Today was the day Tim's friend called him. Since Tim was sick, he would have to wait. However, Tim's mom let him go if he brought his cake. He brought his mom the cake, and took it to her. When she was happy, she remembered that day.",1.4,0,0.2,0.2,3.4,3.2,0.8,0.0,0.0,1.0,0,0,1,0.0
Tim was going to be in the game of 2000. He bought a clock. He tried to go to the tournament. He went to the last game. Tim was happy.,2.6,0,0.8,0.8,2.6,2.6,1.8,0.2,0.4,0.4,0,0,1,0.0
Dan's dad told him he was going to play the sport of bowling. Dan wasn't sure how to play but he was little. Dan tried to use the sport but couldn't compete. His dad said he would try and teach Dan how to bowl. Dan and his dad used the sport and Dan could remember his father.,1.8,0,0.6,0.6,2.8,1.4,2.2,0.0,0.6,0.2,0,0,0,0.0
Lou was trying to diet. But he had been eating a little too much. He struggled to lose some weight. And he added more and more fruits and vegetables. Lou was glad that he'd been dieting.,3.2,0,0.2,0.2,3.2,2.4,2.0,0.6,0.6,0.6,1,0,1,0.0
"My dog is a play cat. He has a big big, fat dog that is a lot of fun to play with. My dog is small and quiet and has a lot to do with him. My friend told me that my dog is completely different from him. He is much bigger than him and he doesn't want to play anywhere but I do anyway.",0.6,0,0.0,0.0,1.2,0.8,1.2,0.2,0.0,0.2,0,0,0,0.0
Lia was trying to lose weight. She cut out a lot of food to make her fat. She struggled to lose the weight. Her diet consisted of walking miles on the treadmill. She started to lose a lot more weight.,2.8,0,1.0,1.0,3.0,3.2,1.4,0.2,0.6,0.8,0,0,1,0.0
I found a snake in the dark. I tried to hit it with my spade. I thought it was gone when it came back to my foundation. I went into the basement and found a dead snake. I am able to catch the snake.,1.6,0,0.6,0.6,2.2,2.8,0.6,0.4,0.0,0.8,0,0,0,0.0
Jane met Shawn at a coffee shop. She didn't really like Shawn. Jane felt like Shawn was getting older. Jane decided that he was getting cancer. Jane had missed Jane so much that she was very sad.,1.2,0,0.4,0.4,2.4,1.0,0.2,0.0,0.0,0.4,0,0,0,0.0
My mom wanted to learn how to make cookies. She went on the internet to search for recipes online. I scanned all the results she wanted. I read the recipe book and tried them out. I made a delicious batch of cookies.,3.4,0,1.0,1.0,2.8,3.0,2.0,0.0,0.6,0.8,0,0,0,0.0
Bob loved to watch the new Star Wars movie. Bob would see the new movie every day over the weekend. He made a list of what he had seen and invited his friend Bob over to see the movie He spent the weekend with his friend watching the movie.,1.6,0,0.4,0.4,3.4,3.8,2.0,0.2,0.2,0.8,1,0,0,0.0
Sara felt like something was going on for her sister's cancer. Her sister was very loose and she had no hair. Sara went to a hair treatment center to get her hair cut. Sara's sister loved the wig she got. Her mom gave the wig to her sister and she was never the same.,1.6,0,0.6,0.6,2.6,3.0,3.0,1.0,1.4,0.8,0,0,0,0.0
Pamela had just purchased an antique. She thinks it will be nice to decorate her home. She noticed someone has a pile of ashes in it. She took it out of the urn. She doesn't have any troubles with her home now.,2.6,0,0.4,0.4,3.4,3.0,2.4,0.4,0.6,0.6,0,0,0,0.0
Gina had been a volunteer for 12 years. This week was her first year. She knew she had to do something to show her appreciation. She chipped her card to make the gift. Gina was touched and cried when she saw her card.,2.0,0,0.0,0.0,1.2,2.6,2.2,0.6,1.0,0.6,0,1,0,0.0
Frankie fell in love with the man he loved and was distant. The man he met loved the man that he loved but never had a nice man. Frankie was cheated on by other people at his town. Frankie was left alone. Frankie no longer knew what to do because he knew he was lost.,0.8,0,0.0,0.0,1.6,1.0,0.8,0.6,0.2,0.6,0,0,0,0.0
"When i get in my car i got in my seat and get out of the car I have to wait until i see the zebra It was the first time i saw the ziggy. It got so big, I could barely see it. When i got out of my car it got so huge, I couldn't see it!",1.0,0,0.0,0.0,2.4,0.4,1.4,0.2,0.2,0.4,1,0,0,0.0
I was getting worse and I knew I had to go somewhere else. I cried as I moved to a new city. I made an appointment with the vet. The vet told my husband that I needed medication. My dog prayed for a better life.,0.6,0,0.0,0.0,2.2,2.0,1.8,0.0,0.8,0.4,0,0,0,0.0
Gina had to share a books with Mary. But she needed to use her own books. Mary had been taken to a library Mary was never seen so she had no idea. She refused to share her books with Gina's mom. Gina was so mad she told Mary her mother and mother were going.,1.6,0,0.0,0.0,2.4,1.2,1.0,0.2,0.2,0.2,0,0,0,0.0
"James was the head of his company. He had a coworker, James. James would play with his boss at work and at home for a game. James had a great time playing with his new team and well on the game. After practice, James left the game to go home.",1.4,0,0.4,0.4,1.8,2.2,1.6,0.0,0.0,0.0,0,0,0,0.0
Dan was sure he would never see a famous celebrity. Dan took a picture of himself at a restaurant. Dan was very good at his job and had many good times. Dan felt that he would regret being such a famous actor. Dan decided that he was never the type to call himself a famous celebrities.,0.8,0,0.2,0.2,2.0,2.0,1.6,0.0,0.4,0.0,0,1,1,0.0
"My wife and I had been hiking for three weeks and were very lost. After deciding to leave the tent we decided to walk back to our car. Once in the car we got the weather, we got everything in perfect. After setting up our tent we saw a huge bear. I was scared, but soon we got back to the car.",2.2,0,0.8,0.8,2.0,1.2,2.0,0.8,1.0,0.6,0,1,0,0.0
Joe was an accountant. He was an avid accountant. One day he realized he didn't have any money. He went to an accountant's office. Joe's accountant had happened to him.,1.2,0,0.0,0.0,2.6,1.6,0.6,0.0,0.0,0.2,0,0,0,0.0
The Smiths decided to have dinner last Thursday. They chose a nice restaurant. The food was delicious. The staff were friendly and quick. They usually came for dinner a few days a week.,3.6,0,0.8,0.8,3.8,2.2,2.0,0.2,0.4,0.4,1,1,1,0.0
"Fred had his first date with a girl he had never met. He was nervous, but his nerves calmed him down. When they got to the restaurant Fred was shaking all over. Thankfully he ended up having a great time and well. Fred's date came out and he knew they would do well.",3.2,0,0.6,0.6,2.2,1.8,3.6,0.8,1.4,0.6,0,1,0,0.0
Jane was excited for her family night out. She was going to the bar that night. She got in line ahead of time. When she got there she noticed someone was outside. Jane was disappointed but tried to stay positive.,2.4,0,0.6,0.6,3.0,2.0,2.2,0.8,0.6,0.4,1,1,0,0.0
Kevin saved up his life to buy his fiance a car. He was obsessed with saving up for her. When he lived in a big city he had a hard time making enough for her miser. One year he and his fiance went out to a fast food place and got their first payment. He had saved his house for her and now is the only one to buy her a car!,1.4,0,0.4,0.4,2.4,2.0,1.6,0.4,0.6,0.2,0,1,0,0.0
