story,arc
"The Smith's could not find their cat. They were afraid she had gotten outside and gotten lost. Everyone was sad when they sat down in front of the Christmas tree. Then they noticed her looking down at them from the top branches. The Smiths all cheered, and rushed to hug their cat.",neutral - fear - sadness - neutral - joy
"Instead of going to college right away, Flora went abroad. She visited many European countries and met a lot of people. When she was supposed to go home, she decided to stay in Spain. She got a job as a tutor and had a lot of great adventures. Flora visited her parents every Summer to tell them her stories.",neutral - approval - neutral - approval - neutral
Joyce bought some fruit a week ago. It was part of her new year's resolution to be healthier. She forgot about it after a few days. Eventually a really bad smell took over her apartment. Joyce threw the fruit away.,neutral - approval - realization - disgust - neutral
"Ted and some of his friends went to the lake one afternoon. Ted's friends kept asking him to get in the water with them. Ted didn't know how to swim. Ted decided there was no better time to learn, so he jumped in. Ted almost drowned but was saved by his friends.",neutral - sadness
"One day, I went to the zoo with my friends. I heard the zoo had sloths, and I had always wanted to see them. We visited almost all of the exhibits, but did not see any sloths. We finally found the sloths in the very last exhibit. We were gratified.",neutral - desire - neutral - excitement - sadness
A scientist discovers that there is a disease beginning to spread. He works on a cure for the disease in his lab. Other scientists gather to help him with his work. Several weeks go by and they manage to develop a cure. They save the world.,realization - neutral - caring - neutral
Yvonne had always been overweight. For New Year's she made a resolution to start exercising. She began jogging everyday. In two months she had lost 23 pounds. Yvonne was proud of herself.,neutral - approval - neutral - realization - pride
"India wanted to try Iced Coffee. India decided to make her own Iced Coffee at home. India prepared the coffee in the machine for the beverage. India then grabbed the milk and ice for the beverage. When she finished the preparation, she consumed the yummy drink.",desire - neutral
"Maureen has always wanted to become a Biology teacher. She studies very hard to become an expert in Biology. Her friends tell her that Biology is too tough for her. However, she continues until she has her degree. Now Maureen shares her passion for Biology with students.",desire - neutral - sadness - neutral - desire
"Cornelia had always loved working with her hands. She decided she wanted to try building a table by herself. She took a woodworking course to learn how to build it. After finishing the course, Cornelia built a beautiful table. Cornelia  uses it as a nightstand in her room.",love - neutral - admiration - neutral
Bo and Jim wanted to drive fast. They took their cars to the salt flats in Utah. Bo hopped in his Mustang and Jim hopped in his Corvette. They raced each other for seven miles. Jim won the race in his Corvette.,neutral - excitement - approval
Joy's boyfriend took her to play putt putt. He didn't realize she had been playing golf since she was a child. She had three holes in one during their game. She beat him by 18 points! He laughed and asked for a re-match.,neutral - realization - neutral - amusement
My nephew is a professional chef. While cooking for us at our house he decided to show off a bit. We videoed as he sliced an onion behind his back. We were amazed how quickly he chopped and didn't get cut. He is a fantastic chef.,neutral - surprise - admiration
The little sister found out she was having a baby brother. She was excited until she found out she would no longer be the baby. Then she started acting out. She colored on the walls. The little sister got punished with a timeout.,neutral - excitement - neutral
I went on a hiking trip this summer. I went to go hike away from the campsite by myself. I got lost because I did not have any equipment on me. I walked for miles searching for my friends. Eventually I found some trail markers.,neutral - sadness - realization
Jim was mowing the yard when his mower got stuck on some metal. Jim looked closely at the metal and saw that it looked like jewelry. He took the piece of metal to an appraiser. The appraiser told him it was an old ring from an older civilization. Jim sold the ring for 1000 dollars.,neutral
"Kyle and Ted were in a pie eating contest. They sat down together in front of their pies. When the contest started, they dug in. Both of them got horrible stomach aches. Kyle and Ted got so sick that they both lost.",neutral - disgust - sadness
Bob was playing volleyball. He suddenly felt very dizzy and fell down. His friends quickly rushed to his aid. Bob was dehydrated from exerting himself. Bob's friends quickly brought him some water to hydrate him.,neutral - realization - neutral - caring
Kathy realized to her horror that she was out of milk. So she gathered her young children up and went to the store. They were bad in the store and screamed a lot. Kathy cried on the way home. The children all went to bed without any dinner.,realization - neutral - disgust - sadness - neutral
I once got lost in the woods. It was very hot. I soon got really thirsty. I felt like I was going to die. Luckily my friends found me.,sadness - admiration - realization - fear - joy
Laura had a passion for art. She would paint everyday after class. She painted a self portrait of herself one day. She posted it online for everyone to see. Laura was pleased to show people her art.,desire - neutral - joy
Jason had always admired the fast movements of boxers he saw on TV. He started training to become a boxer in his spare time. He practiced jabs and jumped rope for hours each day. Finally he was a great boxer. He won his first fight by knockout.,admiration - neutral - admiration - neutral
Our kids had a 2 day break from school. So we decided to take a fun trip to Great Wolf Lodge. The kids enjoyed swimming at the water park. We enjoyed pizza and story time after swimming. We all had a good time.,neutral - joy
Tom was at the bus stop on a weekend. Next to him was a tall gentleman. He started yelling all of a sudden. Tom and everyone else around him got a bit uncomfortable. Tom asked him what the problem was.,neutral - surprise - annoyance - neutral
Allie lost 50 pounds. The doctor told her she needed to lose 10 more. If she lost 10 more he would do skin removal. Allie dieted hard and exercised. Allie was able to lose the 10 pounds and have the skin removal.,neutral
Jenny was addicted to sending text messages. Jenny texted even while she was driving. While Jenny was replying to a text she took her eyes off the road. Jenny heard a horn honk and saw she was on the wrong side of the road. Jenny narrowly avoided a car accident.,neutral - realization - neutral
Elle wanted a new car. She went to the dealership and selected the perfect one. The dealer helped set up a payment plan for her. Every month Elle paid five hundred dollars towards the car's price. Elle was very responsible.,neutral
Jay was having car trouble. He puttered into the garage. He was afraid the repair would prove costly. But the mechanic gave him some good news. The mechanic told Jay that was only a minor repair.,neutral - fear - neutral
Don's friend pulled Don's pants down in front of his graduating class. Don was angry and embarrassed at being exposed in this way. Don decided that this friend would no longer be his friend. Don's shame and embarrassment grew. Don never forgave his friend.,neutral - anger - realization - embarrassment - neutral
"One day I went outside and my dog was not there. I panicked. I had no idea where she was. Suddenly, my neighbor called me from next door. The neighbor had my dog.",disappointment - fear - confusion - neutral
"I met my husband to be at Costco. He drew horns on my membership picture and flirted wildly. I don't know why I said yes to a date, but I did. Five Years later, we married. Eventually we had children.",neutral - joy - confusion - joy - neutral
"Cindy was at a restaurant. And she ordered hot soup. But the waitress forgot to tell her that the bowl was hot. So when received the bowl from the waitress, she hurt her hands. Cindy went and ran cold water over her hands.",neutral - sadness - neutral
"Laura has always loves swimming, but she has never tried backstroke. She usually avoids backstroke because doesn't want water in her ears. One day she decides to take backstroke lessons from an expert swimmer. She finds that she loves backstroke and doesn't get water in her ears. From then on, she swims the backstroke constantly.",love - neutral
"One day I decided I wanted to walk into town. It wasn't far from my house, only a few miles! Once I arrived in town I decided to stop for coffee. I chose an awesome little shop and sat down for lunch. I had a wonderful time!",approval - neutral - approval - admiration - joy
"Jess hated egg salad. When her friend's mother served it, she knew she had to eat it. Just as she was about to take a bite the family dog walked by. No one was looking so she lowered it towards the dog. The dog happily ate the salad.",anger - neutral - joy
Robbie and I went to a fancy restaurant for our anniversary. It was very elegant. We both had to dress formally in order to get a table. We enjoyed TEN courses over four hours. Robbie and I dressed up for the occasion.,joy - admiration - neutral - joy - excitement
"Lonnie was fed up with modern life. He decided to go off the grid. He found a clearing in the woods and set up camp. The first night was scary, as he heard howls and much rustling. After the initial noises Lonnie settled in for the night.",disgust - neutral - fear - neutral
Bob had to get to work in the morning. His car battery was struggling to start the car. He called his neighbor for a jump start. His neighbor came over and helped him get his car running. Bob made it to work on time.,neutral
Ava needed a plane ticket across the country. She feared it'd be expensive. Then the agent told her something wonderful. She had earned enough miles to pay for her ticket! Ava was able to fly without spending any money on her ticket.,neutral - fear - admiration - neutral - approval
"My friend Sharon was nervous yesterday. She found out her company wanted her to retire. Although she has a good pension, she was still nervous. I helped her rewrite her resume, preparing for a job search. Sharon is now looking forward to a new chapter in her life.",nervousness - neutral - nervousness - neutral
"Nita was playing rummy with her dad. She had lost ten games in a row! They wagered their points on one last game. Nita played hard and well, and she won! Nita was so happy she finally beat her dad at rummy.",neutral - admiration - joy
Tina was having her first skating competition. She was incredibly nervous. She was afraid something would go wrong. Thankfully she did great. Tina took second place in the competition.,neutral - nervousness - fear - gratitude - approval
Neil took a tour to the taj Mahal. He admired the beautiful design of it. Then he heard the sad story behind it. Neil was impressed by the obvious labor of love. Neil was glad he had seen the taj Mahal.,neutral - admiration - sadness - love - joy
Mark and Frank were swimming in Mark's family's pool. Mark's mother brought out a sponge ball to them. Mark and Frank had fun tossing the ball back and forth. But then the saturated ball accidentally hit Mark's mother! Mark and Frank apologized profusely.,neutral - amusement - neutral
"Ty was nervous about attending summer camp not knowing anyone. The first day, he met Sam playing soccer. That night, he met Brenda at the campfire. At breakfast the next morning, he met Bill. They all hung out at the lake that afternoon.",nervousness - neutral - approval
Vince was craving something sweet. Vince did not want his usual dessert of ice cream. Vince drove his car to Yogurtland. Vince got 10 ounces of frozen yogurt. He shared it with a cute girl he met.,desire - neutral
"Buck had lost his house and job. Ashamed, he sat on the road to panhandle. Then a woman approached him and told him about a shelter nearby. Buck, intrigued, went to the shelter right away. Buck was glad that the woman helped him.",neutral - embarrassment - neutral - excitement - neutral
"Josh liked bees. He thought they were good for the planet. One day, Josh got stung by a bee. It hurt very much. Josh doesn't like bees so much any more.",love - neutral - sadness - disapproval
Last week my girlfriend and I bought three lottery tickets. It's not something we normally do. We were desperate for money. Even a long shot was worth it. We were happy to win a small amount of money from the tickets.,neutral - sadness - approval - joy
Fred always stopped at the same coffee shop before work. He got to know the attractive barista. He developed a crush on her. Finally Fred worked up the courage to ask her on a date. She said yes.,neutral - love - neutral - approval
Jenny was at the store hungry one day. She wandered around thinking about what she wanted to eat. When she came upon the cookie aisle she knew exactly what she wanted. She grabs some cookies and heads towards the front of the store. Jenny bought the cookies.,neutral
Bob knocked on the door and asked for Jenny. Jenny answered and walked outside to the car. Jenny and Bob drove to the movies. Bob and Jenny had a good time. Bob kissed Jenny good night.,neutral - joy - neutral
"I got a new truck. To celebrate, i went mudding. I drove through lots of mud puddles. my truck got really dirty. Afterwards, I washed my truck in the driveway.",neutral - joy - approval - disgust - neutral
Peter was excited to go to the Sanders rally in New Hampshire. As Peter entered the arena it was full of thousands of people. When Peter saw Bernie he cheered as loudly as possible. He felt thrilled to be there. He couldn't wait to vote for him.,excitement - neutral - joy - neutral
Josh was writing short stories for a researcher. The researcher was impressed by Josh's stories. The researcher decided to give Josh a bonus. Josh was happy that he got a bonus. Josh used the bonus to repair his broken car.,neutral - joy - neutral
"Ethan loved to make Youtube videos. However, he was too embarrassed to upload any videos. One day he gained the courage to upload one. Soon he had one hundred views! Now, Ethan wanted to make and upload even more Youtube videos.",love - embarrassment - neutral - excitement - neutral
Gina and her friends were outside of the school library. They wanted to go inside. But the librarian was not in in the library. The girls weren't sure where she could be. They decided to wait for her.,neutral
"A man bought his young son a bicycle. It was the same brand of bike he'd owned himself as a boy. His bike had lasted until he outgrew it. His son's bike, though, fell apart after only a few weeks. The man was very annoyed.",neutral - realization - disappointment - annoyance
Jaime wanted to ask jack to go to the school dance with her. After school she waited for jack outside of the front door. When jack was exiting he was walking hand in hand with another girl. Jaime froze unable to speak. Jaime then told him that they were through.,neutral
Billy's friends thought that he was a scaredy cat. They dared him to go into the haunted house. He decided to go in and even stay the night there. Despite how scared he was he stayed the entire night. Billy felt brave.,neutral - fear - admiration
Ana had just had a baby girl. She wanted her girl to have pierced ears. She took her baby to the studio and had her ears pierced. Then she fastened tiny diamond studs into the piercings. Ana loved the earrings.,sadness - desire - neutral - love
Sally wanted to do something special for her mom. She went and bought her a dozen red roses. Her mom loved them putting them in vase on the table. They admired the roses while they ate dinner. Sally's mom appreciated the effort.,desire - neutral - admiration
"When I was sixteen I stole some hats. I had the money to buy them, I just didn't. Before I could leave the store the security had already grabbed me. They handcuffed me and walked me through the mall. I was so ashamed I never stole again.",neutral - anger - embarrassment
"Matt started playing baseball when he was seven. Now seventeen Year's old he still had not hit a homerun. Today was not only his last game, it was also the championship. Bottom of ninth, Matt was up at bat with two strikes to his name The next pitch he hit a homerun.",neutral - surprise - excitement - neutral
"It was Cara's sweet sixteen. She had a massive party with her friends. When the party was done, her parents told her to go outside. When she went outside she saw a brand new car. She took the car for a drive and thanked her parents.",neutral - joy - neutral - gratitude
Yesterday I went to the animal shelter. I have been in search of the perfect dog for my family. I fell in love with a dog named Toby. After introducing him to my cat we decided to take him home. My family all loved Toby.,neutral - desire - love - neutral - love
Tony was tired of stale store bought bread. He called his mom and got her bread recipe. Tony gathered the ingredients that he needed. Tony baked the bread according to the recipe. It was some of the best bread he has had.,neutral - admiration
Selena was a music artist with a lot of fans. One of them was too obsessed. He kept following her places in public and sending her creepy messages. She decided to go to the authorities. Selena made sure the person was arrested.,neutral - desire - neutral
"A young toddler was climbing up a chair in his living room. As he climbed, his foot slipped and he fell to the ground. The boy started crying very loudly. His mother heard him from in the kitchen and ran over to him. The mother comforted the child.",neutral - sadness - neutral
Rick was trying to go to sleep. But there was a fly flying around his room. The noise of it was so irritating. But he was too exhausted to try to catch the fly. He turned on the radio to try and drown out the noise.,neutral - annoyance - neutral
My friends wanted to play Dungeons and Dragons last week. We got together with drinks and started to play. Things quickly deteriorated as we kept drinking. Eventually we pretty much stopped playing and just hung out. We had a good time.,neutral - amusement - realization - joy
Jen screamed out her window that no one cared about her. Her neighbors yelled for her to shut up. Jen screamed even louder and now with profanities. The neighbors called the cops. Jen had the cops show up at her front door.,neutral
"Logan and Maria decided to make a film together. They wrote the script and hired the actors. After a lot of work, finally the film was done. They invited everyone to come see it. Logan and Maria were proud of the film.",approval - neutral - relief - neutral - pride
"Sam was sitting on the train reading the paper. He was on his way to a new job interview. Sam felt extremely nervous. A kind man sat next to him and offered him advice. Sam learned from the old man's advice, and got the job.",neutral - nervousness - neutral - approval
A little girl wanted a puppy. Her parents told her no. She started to cry. She cried and cried until her parents caved. They went to the animal shelter and picked out a cute puppy.,neutral - disapproval - sadness - neutral
Sara eagerly awaited December 1st to come. When it finally did she went to her shed and pulled out tons of boxes. Slowly she started unpacking them and organizing their contents. She then began decorating the outside of the house. She loved the lights.,excitement - neutral - love
Robert was a math genius. Robert put in extra time and effort in his studies. He was invited to a statistics contest for young children. He was determined to win at all cost. Robert studied hard and came in first place at the contest.,admiration - neutral - optimism - admiration
John was on a road trip. Suddenly he felt a strange bumping. He pulled over and checked his tire. It was flat as a pancake! He called road assistance promptly.,neutral - realization - neutral
In the autumn Samantha always gets a craving for apple cider. She dedicates a Saturday to drive to an orchard. Samantha walks the trails to enjoy the colorful leaves. She buys a few gallons of cider before she leaves. Samantha loves the apple cider she gets at the orchard.,neutral - joy - neutral - love
John hadn't studied for his math test. The weather forecast was calling for snow. He went to bed hoping he would be saved by a snow day. When he woke up the next day school was cancelled. John was relieved to have an extra day to study.,neutral - optimism - neutral - relief
"Four Outlaws camped in Blood Gulch. They thought that they were safe, so they let their guard down. The sheriff was hot on their trail. He found them them early in the morning while they still slept. He arrested them.",neutral
Josie found a spider underneath her bed. She sprayed a can of lysol all around the bed frame. Josie saw the spider crawl up the wall. She swats the wall with a piece of paper. Josie hated spiders.,neutral
A man named Nick was walking down the street. He noticed a small leather wallet in the grass. He picked it up and it was filled with cash. Nick decided to give the wallet to the police station. The police never found the owner so they gave it to Nick.,neutral - realization - neutral
Ken was on vacation in the tropics. He was learning to scuba dive. He passed his certification course and then dived every day. Soon he was learning lots of facts about the ocean and exploring. It was the best vacation Ken had ever taken.,neutral - approval - joy
"Anne always wanted one of the lilies that grew in the pond. They were so far out, she could never reach them. One summer she took a rake and attempted to pull one in. To her shock, she still could not get the lily! Anne was very sad.",desire - disappointment - neutral - surprise - sadness
"Brian looked up a recipe for pork chops on the internet. He chose the recipe calling for barbecuing the pork chops. He followed the instructions and carefully prepared the ingredients. After going through all the steps, Brian tasted the pork chops. Brain was happy that they tasted so good.",neutral - admiration - neutral - joy
James was at the gym playing basketball. His clothes were soaked from running up and down the court. He forgot to bring spare clothes to change into. James had to run to his car in order to avoid the cold weather. James drove home to get change into dry clothes.,neutral
Gina was given lunch detention. She was expecting worse. She fought the smile that tried to creep across her face. She didn't want the principal to know she was relieved. Gina's smile broke into a laugh but the principal didn't notice.,neutral
Cole was given coal for Christmas as a gag gift. Cole was young and took it very seriously. Cole was well-behaved for months after that. Eventually Cole forgot about the incident. Cole never got coal again.,neutral - realization - neutral
"Mike was tired of work and needed a vacation. Unfortunately, Mike had no idea where he should go. He then decided to spin a globe and go where his finger landed. Mike's finger landed on Hawaii. Mike took a trip to Hawaii.",neutral - sadness - neutral
Tiffany bought a bag of microwave popcorn. She didn't read the directions. She put the bag in the microwave and pushed the popcorn button. Minutes later she smelled something horrible. The popcorn had burned because she left it in too long.,neutral - disgust - neutral
"We went snow skiing for my wife's birthday. In the lift line, we started talking to another couple. We found out that they were celebrating the wife's birthday. The four of us had drinks in the lodge that night. We had our first swingers experience that night.",excitement - neutral - joy - excitement
"Nan felt guilty because her pets were alone all day while she worked. She considered getting rid of them, but knew she'd miss them too much. She realized the boy next door got home from school at 3:00 every day. She offered him five dollars a day to spend some time with the cats. The boy watched her cats for her.",sadness - realization - neutral
"One Friday night we all pitched in and got a huge pizza. My brother bit into a slice that had a piece of gum on it. Disgusted, we called the pizza place to complain. They came by our house and denied everything. We ordered from another store.",joy - neutral - disgust - disapproval - neutral
Bob had recently just purchased his dream car. The only thing he didn't like about it was the color. He took it to the paint shop to get it repainted. He waited a week and then picked it up from the shop. Bob loved the new color he chose.,neutral - disapproval - neutral - love
My aunt is a nurse. She often talks about long hours at work. Last week was especially bad. She didn't have a single day where she didn't work late. It was hard work.,neutral - disappointment - neutral - disappointment
Fred just bought some new patio furniture for his house. He built it and set it all up outside himself. That night there was a bad rainy storm. The next day Fred saw that the rainy had ruined his new furniture. He was disappointed.,neutral - disappointment - neutral - disappointment
"Jordy ran outside happily. He looked up at the sky to see countless snowflakes. With a gleeful yelp, he began constructing a snowman. When he was done, Jordy looked thoughtfully at his creation. He was proud of himself.",joy - neutral - pride
"John was a student in law school. He was having a tough time learning all of the material. John decided to do something about this. He met with the professors and got extra tutoring. Pretty soon, he was up to speed and feeling much more confident.",neutral - approval
"Harold was a mailman doing his job. He had one package with a mysterious address. Harold looked all over town, but could not find the house. He went to his van and looked it up in his database. Harold found the address was correct but the city was not.",neutral - disappointment - neutral
Amy wanted to get a manicure. She went to the nail salon near her job. The lady finished and asked if she wanted fingernail polish as well. Amy chose a bright red nail polish color. Amy loved bright colors.,desire - neutral - love
"David went to John's lake house for the weekend. John's family owns a boat, so they took a ride. It was David's first time ever being on a boat, so he was nervous. The boat was going fast and David started having fun! David decided that he enjoys boats afterall.",neutral - nervousness - joy
"After math class, I decided to go to the library. I caught up on some assignments. I had to wait several hours for my mom to pick me up. Since I was extremely tired, I fell asleep completely. I didn't get any homework done.",approval - neutral
"It was a beautiful, warm, fall day. Amy decided to go outside to enjoy the weather. She sat on the porch swing watching the squirrels run around. Just being outside began to lift her low spirits. She stayed outside until the sun went down.",joy - neutral - approval - neutral
"On Saturday, we went to the beach. I applied sunscreen before we left. I did not read the instructions well. I didn't reapply sunscreen throughout the day. I got a sunburn.",neutral - confusion - neutral
"Jane wanted to learn how to juggle. Jane consulted with a professional juggler to teach her. Jane went to three classes with the professional juggler. After three weeks, Jane was juggling. Jane had a natural talent.",neutral - admiration
Tim like pasta a lot. He would make it every night for dinner. One night he didn't have the sauce for the noodles. He didn't know what to do at first. Tim decided to order out.,love - neutral
Grandpa asked Betty if she wanted a drink. Betty said she wanted milk. Grandpa didn't know if she wanted chocolate or strawberry. Betty wouldn't tell him which kind of milk she wanted. Betty was shy.,neutral - confusion - neutral
"Bella sat by the campfire with her friends. They all had s'mores dangling over the fire, warming up. Each one of them took turns telling a scary story. When it was her turn she made sure to put her best acting to use. Bella's friends were very frightened by her story.",neutral - amusement - neutral - fear
Jasper notices that he has begun to develop dandruff in his hair. He feels very embarrassed about this. Jasper decides to buy a special anti-dandruff shampoo. Finally he notices that the dandruff is going away. Jasper is happy.,neutral - embarrassment - neutral - realization - joy
"Jane needed a new kidney. Only Bob was a match. Bob didn't know Jane, but that didn't matter. Bob gave Jane his kidney. Jane was very thankful of Bob's generosity.",neutral - gratitude
"Amy arrived home from her vacation. She went to the baggage carousel to claim her luggage, all souvenirs! But as she waited, she grew nervous, not seeing her luggage. She went to the help desk and informed them her luggage was missing. Amy was distraught.",neutral - nervousness - neutral - sadness
Paige was trying to quit smoking cigarettes. It was hard because she had been smoking for ten Year's. She slowly cut down how much she was smoking. After awhile she stopped having cravings. Now Paige is smoke-free and happy.,neutral - realization - joy
Gina was hungry. She was on a road trip and only had sweet snacks. Her dad insisted they keep driving instead of making a food stop. Her mother agreed with him. So Gina suffered from stomachaches.,neutral - approval - neutral
"Ray and his friends planned to go to the beach. So Ray worked out to build up his muscles. When Ray and his friends went to the beach, they noticed Ray's body. Ray was happy to be the center of attention. All his friends were jealous of his new physique.",neutral - realization - joy - realization
Cristin went to a music festival. One of Kristin's favorite bands should be performing at the festival. She found out that her favorite band's performance was cancelled. Cristin is frustrated that she did not get to see their performance. Cristin decided not to go to the festival next year.,neutral - anger - approval
Larry regretted that he hadn't seen his aunt in months. He decided to take the long trip to Idaho to see her. Larry packed his bags and drove to Idaho. His Aunt was very happy to see him. Larry started making regular trips to see his Aunt.,remorse - neutral - joy - neutral
Amy was going to buy coffee to beat her coffee crash. But there was no coffee machine in the school for kids. There was however a soda vending machine. Amy just needed to decide which soda had the most caffeine. Amy picked a Pepsi to drink.,neutral - confusion - neutral
"Reba worried that she was going to be a killer, like her father. He went to prison for murder. Reba spent her entire life doing good deeds. She became a nun, and comforted orphaned children. Reba thought she was doing the right thing.",fear - neutral - admiration - neutral - approval
Cindy cooked and cleaned every single day. She grew tired of doing all the cooking and cleaning by herself. Cindy said she was not going to cook until she got help cleaning. The family had beans every night until they realized she was serious. The family started to help.,neutral - realization - caring
"Jeb liked peppermint candy. He always had peppermints in his pocket. One day, he saw a pretty girl buying peppermints in the store. He decided it was a sign and boldly asked her out on the spot. Jeb finally got a date after months of looking.",love - neutral - excitement
Billy liked sitting by the pond. He would take a book and sit under the tree. His book was about frogs. He looked out onto the pond and a frog was staring at him. Billy started reading his book out loud to the frog.,love - neutral
I decided to add a new fountain pen to my collection. I'd seen online videos of a nice pen called a Pelikan M800. So I went to the pen shop at my local mall. The shop had just the model of pen I wanted. I bought the pen.,approval - neutral - desire - approval
"Jen was invited to a Christmas party. She went with a close guy friend. They drank wine and talked with the couples that were there. As the group sang carols, Jen and her friend kissed. She felt it was meant to be.",neutral - joy - neutral
"Jay went to the chicken wing festival in Buffalo, New York. He bought a ticket to sample dozens of wings. He ate all different flavors of wings. Jay was so stuffed full of Buffalo wings at the end of the festival! Jay went home happy that he decided to go to the festival.",neutral - joy
"My neighbors are always playing loud music. It's not so bad during the day. They also play it at night, unfortunately. I finally asked them if they could lower the volume. They agreed to lower the volume.",neutral - approval - neutral - approval
Robert's dog passed away last month and he's still upset. His wife wants to distract Robert with something. She suggests they go shopping for a new dog. Robert tags along and discovers that he loves looking at puppies! Robert starts to feel better after playing with puppies.,sadness - neutral - approval
Lulu was excited to try the new candy store in town. She immediately woke up early and ran over to it. Thankfully she was the first one to arrive. As soon as she walked in she grabbed a bucket. Lulu paid twenty five cents for a full bucket of candy.,excitement - neutral - gratitude - neutral
"Teresa's mom was pregnant. Teresa was excited to have a new baby sister. However, when the baby came, she felt otherwise. She felt like her parents were not giving her any attention. Teresa was sad and begged for attention.",neutral - excitement - neutral - realization - sadness
My roommate is a slob. He never washes the dishes but always uses them. I found an old one with mold in it. The smell was atrocious. I yelled at my roommate for being disgusting.,annoyance - neutral - disgust
"My wife had MLK day off. She slept in, and did not get up until 10 AM. We had a leisurely breakfast. She watched Little House on the Prairie while I surfed the net. Then we had a relaxing evening covering on the couch.",neutral - approval - joy - neutral - joy
Keri was babysitting her niece on a weekday. She needed to put her to sleep early. Unfortunately the niece had too much energy. Keri convinced her to do exercises with her. Then Keri took the child for  a  walk  to tire her out.,neutral
"Kim wakes up and decides to drive to the mall. She gets there and promptly spends 250$ on a pair of shoes. Later, she finds a purse to match the shoes. After buying an outfit to match, she decides to head home. Kim loved everything she bought.",neutral - love
"My old neighbor used to take Halloween too far. His costumes were very elaborate. One year, he decided to be Jason and hide under his garage door. He scared everyone, and the whole neighborhood complained. The next year he didn't dress up at all.",neutral - admiration - neutral - fear - neutral
Ben was waiting at the crossroads for a lift from his friend Tom. Tom had said that he would pick him up at 8:00 PM and it was after 9. Ben was frightened by odd noises he heard coming from the darkness. After a while Tom walked out of the shadows laughing. Ben was annoyed that Tom had tricked him.,neutral - fear - amusement - neutral
"Barry loves bowling. However, he needed to find a place where he could bowl regularly. Barry looked through the yellow pages for a nearby bowling alley. Barry decided he would go bowling on Saturday at the new location. Barry was delighted with the new alley.",love - neutral - approval - joy
"The family prepared the food and packed it away. They walked to the nearest park. They laid out a blanket and began to set out their food. Everyone enjoyed sandwiches, fruit and more. The family had a good day.",neutral - joy
Brad and Allison love Texas country music. Brad found out there was a concert happening nearby. He invited Allison to go to the concert with him. Allison accepted the invitation. They both had a good time at the concert.,love - neutral - approval - joy
"Melissa had wanted to be a news reporter on television. Even since she was little, she practiced on camera. Her obsession followed her all through school. She attended college for journalism and made high marks. After graduation, she was offered a job at NBC News.",neutral - approval - pride - neutral
"It snowed so hard that school was called off for the day. The boys put on their coats, hats, gloves and boots and went outside. They built a tall snowman and a snow fort. They had a snowball fight. They went inside to roast marshmallows.",neutral
I was walking to the mall. Someone was calling me and I decided to pull out my phone. I had a hard time getting it out since my pockets were tight. The phone ended up jumping out of my pocket. I almost cracked my phone.,approval - sadness - neutral - disappointment
"Garry was nervous about his grades. Recently, Garry failed a Math test, and a English test. It is required that Garry have good grades to be on the football team. Garry's coach found out about his failing grades, and spoke with him. If Garry doesn't improve his grades, he will be off the team.",nervousness - neutral - optimism - neutral
"Evan complained about everything. His girlfriend started making him dinner, but he said it smelled bad. She was so offended! She left mid-cooking, leaving the meal unfinished. She broke up with Evan.",neutral - disgust - sadness - disappointment - neutral
John made fun of his sister when she said yoga was a workout. He thought he was in great shape because he played basketball. One day his sister took him to a yoga class. He couldn't keep up with all the women. John felt humbled.,neutral - gratitude
Ava needed to go shopping with her two-year old. But she couldn't find his shoes even after looking everywhere! She decided she had no choice but to buy him new shoes. She carried him into the store in order to select a new pair. Ava took good care of her son.,neutral - caring
Harry was tired of the hot summer days. He decided to go swimming with his friends. Harry called his friends and set up the plans. They all met up at a local lake and drank beer and swam. Harry and his friends had a great time at the lake.,neutral - approval - joy
Danny wanted  to  learn  how  to  make  fried  rice. His  friend  decided  to  teach him. His friend went to his house and taught him. Danny tried making it for himself. Danny did a great job.,neutral - admiration
"Meghan was hired as a Scientist II for a company. She loved her job and was very good at it. After a year, Meghan wanted more responsibility at work. She talked to her boss and had an evaluation. Meghan hoped she would be promoted.",neutral - admiration - desire - neutral - optimism
Core broke her parents glass antique vase. She was afraid of being caught. She swept the glass under the rug. Her parents came and took of their shoes. Core's parents hurt their feet on the glass.,neutral - fear - neutral
"Bob got a rubix cube for Christmas. He struggled to solve the puzzle. Eventually, he was able to solve half of it. But, the full solution remained elusive. Bob worked hard and then finally solved the puzzle.",neutral - realization - neutral - admiration
"Suzie decided to make her grandmother's spaghetti sauce. She made the sauce. She added mushrooms. She added the seasonings. Suzie tasted the sauce, and it was just right.",neutral - approval
"Last weekend I wanted to buy some shoes. I needed a new pair from work so had to look for a place to go. I decided on the mall seeing as how they have a large variety. Once I got there, I quickly went to the store I had selected. I found a perfect pair of shoes and bought them.",desire - approval
Gabby didn't have much money. She was working a minimum wage job. She spent the rest of her money on a lottery ticket. She got home and scratched it off. She hoped the ticket was a winner.,sadness - neutral - optimism
"Annie's grandfather needed a heart transplant. He was in the hospital for a very long time. When the transplant happened, her whole family was scared. However, he recovered with great health. Annie's family was glad about the outcome.",neutral - fear - approval - joy
"When I was five, I moved. I had to go to a new school. I felt lonely on my first day. A kid walked up to me and introduced himself. I felt less lonely.",realization - neutral - sadness - neutral - joy
"Larry was scared of heights. He always planned his travels to avoid any tall bridges. Unfortunately for Larry, one day he was diverted onto another route. Larry started sweating as he saw the bridge looming over him. He turned around to choose another route.",fear - neutral - disappointment - neutral
